area,Weekday,Weekend
Ahmedabad,113.68539325842697,113.38125
Bengaluru,75.5118306351183,73.32298136645963
Chennai,74.43445692883896,72.9472049689441
Delhi,206.373599003736,206.5248447204969
Hyderabad,80.89539227895392,81.30434782608695
Kolkata,101.3225404732254,103.7888198757764
Mumbai,105.7281795511222,106.44409937888199
Pune,112.18115942028986,111.44485294117646
